Rk,Player,Pos,Age,Tm,G,MP,PER?,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,Cost/Minute,Cost/PER,Cost/USG
243,George Hill\hillge01,PG,29,IND,74,2524,13.2,0.555,0.425,0.203,2.5,10.3,6.5,15.5,1.6,0.5,11.1,15.8,3.4,2.8,6.2,0.118,1.1,0.5,1.5,2.2,8000000,3169.572108,606060.6061,506329.1139
244,D'Angelo Russell\russeda01,PG,19,LAL,80,2259,13.2,0.507,0.387,0.199,2.2,11.2,6.5,21.2,2.1,0.5,15.9,24.1,-0.7,0.7,0,0.001,-0.2,-1.7,-1.8,0.1,5332800,2360.690571,404000,221278.0083
245,Devin Harris\harride01,PG,32,DAL,64,1280,13.1,0.559,0.422,0.374,1.5,10.3,5.9,14.5,2.4,0.8,13.2,17.9,1.2,1.3,2.5,0.095,-0.1,0.4,0.3,0.7,4228000,3303.125,322748.0916,236201.1173
246,Kris Humphries\humphkr01,PF,30,TOT,53,835,13.1,0.517,0.366,0.285,7.5,21.5,14.4,6.6,0.9,2.2,10.3,19.5,0.5,1.1,1.6,0.093,-2.2,-0.7,-2.9,-0.2,4000000,4790.419162,305343.5115,205128.2051
247,Patrick Beverley\beverpa01,PG,27,HOU,71,2041,13,0.553,0.522,0.148,3.9,9.6,6.8,17.9,2.3,1.1,12.6,15.3,3.1,1.3,4.4,0.102,1.4,-0.3,1.1,1.6,6000000,2939.735424,461538.4615,392156.8627
248,Jeff Green\greenje02,SF,29,TOT,80,2253,13,0.51,0.258,0.267,3.6,13.3,8.3,10,1.3,1.5,9.2,20.2,1.3,1.7,3.1,0.065,-1,-0.7,-1.7,0.2,15000000,6657.789614,1153846.154,742574.2574
249,Tony Allen\allento01,SG,34,MEM,64,1620,12.9,0.505,0.09,0.294,7,14.1,10.4,6.9,3.5,1,12.8,16.8,0.5,1.9,2.4,0.072,-1.5,1.4,-0.1,0.8,5505618,3398.52963,426792.093,327715.3571
250,Kyle Anderson\anderky01,SF,22,SAS,78,1245,12.9,0.528,0.125,0.281,2.4,19.4,11.2,13.7,2.5,1.8,15.1,14.4,0.7,2.8,3.5,0.133,-1.9,3.7,1.8,1.2,1192080,957.4939759,92409.30233,82783.33333
251,Trevor Ariza\arizatr01,SF,30,HOU,81,2859,12.9,0.551,0.581,0.187,2.6,11.6,7.1,10,2.8,0.8,10.8,15.7,3.1,2.3,5.4,0.09,1.2,0.3,1.5,2.5,7806971,2730.664918,605191.5504,497259.2994
252,Channing Frye\fryech01,PF-C,32,TOT,70,1200,12.9,0.586,0.677,0.101,3.2,18.6,10.9,8.7,1.2,1.9,10.6,15.1,1.6,1.3,3,0.119,0.5,0,0.5,0.7,7806971,6505.809167,605191.5504,517017.947
253,Gerald Henderson\hendege02,SG,28,POR,72,1431,12.9,0.526,0.257,0.276,2.3,13.7,8,8.2,1.4,1,10.3,20.2,1,1,2,0.068,-1.9,-1.4,-3.3,-0.5,9000000,6289.308176,697674.4186,445544.5545
254,Cameron Payne\payneca01,PG,21,OKC,57,698,12.9,0.49,0.399,0.086,1.5,11.2,6.6,22.5,2.6,0.7,13.2,20.3,0.6,0.8,1.4,0.093,-0.4,-0.9,-1.3,0.1,2112480,3026.475645,163758.1395,104063.0542
255,Terrence Ross\rosste01,SF,24,TOR,73,1747,12.9,0.551,0.542,0.099,1.4,10.6,6.1,5.3,1.6,1.2,6.6,18.2,2.1,1.6,3.6,0.1,1.1,-1.2,-0.2,0.8,10000000,5724.098454,775193.7984,549450.5495
256,C.J. Wilcox\wilcocj01,SG,25,LAC,23,167,12.9,0.491,0.348,0.182,0.7,7.1,3.9,9.4,3,0.9,2.7,19.8,0.1,0.2,0.3,0.089,-1.5,-0.9,-2.4,0,1209680,7243.592814,93773.64341,61094.94949
257,Al-Farouq Aminu\aminual01,SF,25,POR,82,2341,12.7,0.533,0.485,0.217,4.5,18.6,11.5,8.8,1.5,1.8,13.2,16.9,1.7,2.3,4,0.082,-0.4,0.7,0.2,1.3,7680965,3281.061512,604800.3937,454494.9704
258,Vince Carter\cartevi01,SG,39,MEM,60,1005,12.7,0.52,0.493,0.245,3.4,13.6,8.3,8.9,1.9,1.5,8.4,18.5,1,0.8,1.8,0.084,-0.1,-1.2,-1.2,0.2,4264057,4242.842786,335752.5197,230489.5676
259,Gary Harris\harriga01,SG,21,DEN,76,2439,12.7,0.566,0.388,0.174,2.4,7.7,5,9.5,2,0.6,10.6,16.5,2.8,1.2,4,0.079,0.9,-0.7,0.2,1.3,1655880,678.9175892,130384.252,100356.3636
260,Cory Jefferson\jeffeco01,PF,25,PHO,8,50,12.7,0.446,0.045,0.273,12.7,22.2,17.4,0,0,1.6,0,21,0,0,0.1,0.07,-6.1,-7.7,-13.8,-0.1,#N/A,#N/A,#N/A,#N/A
261,Marcus Morris\morrima03,SF,26,DET,80,2856,12.7,0.531,0.315,0.287,3.3,12.4,7.7,11,1.2,0.6,11.6,18.4,2.9,2.5,5.4,0.091,0.2,0.5,0.7,2,4625000,1619.397759,364173.2283,251358.6957
262,Jeremy Evans\evansje01,SF,28,DAL,30,251,12.6,0.62,0.333,0.438,4.8,18.8,11.8,1.2,1.2,3,10.9,11.7,0.3,0.3,0.6,0.119,-2.8,0.2,-2.6,0,1227286,4889.585657,97403.65079,104896.2393
263,Jerami Grant\grantje01,SF,21,PHI,77,2066,12.6,0.506,0.244,0.538,5,14.3,9.5,10.4,1.3,4.7,12.9,18,0.5,1.6,2.1,0.05,-2.6,1.3,-1.3,0.4,980431,474.5551791,77811.98413,54468.38889
264,Rodney Stuckey\stuckro01,PG,29,IND,58,1275,12.6,0.504,0.187,0.357,1.6,11.7,6.7,17.2,1.7,0.5,12.9,20.3,0.5,1.5,2,0.077,-2.1,-0.3,-2.5,-0.2,7000000,5490.196078,555555.5556,344827.5862
265,Darrell Arthur\arthuda01,PF,27,DEN,70,1516,12.5,0.514,0.239,0.108,6.2,15.4,10.7,10,1.8,2.6,11.4,16.7,1,1.3,2.3,0.072,-1.2,0.8,-0.3,0.6,8070175,5323.334433,645614,483244.012
266,Tyler Hansbrough\hansbty01,PF,30,CHO,44,343,12.5,0.522,0.042,0.915,12.6,15.8,14.2,3.5,1.8,1.7,10.8,14.7,0.5,0.5,1,0.134,-2.6,-0.1,-2.7,-0.1,#N/A,#N/A,#N/A,#N/A
267,Frank Kaminsky\kaminfr01,C,22,CHO,81,1708,12.5,0.513,0.385,0.282,4.4,17.2,10.7,9,1.1,2,8.9,17.1,1.2,2.1,3.3,0.093,-1.6,0.4,-1.2,0.3,2730000,1598.360656,218400,159649.1228
268,Sasha Kaun\kaunsa01,C,30,CLE,25,95,12.5,0.527,0,0.647,14.4,16.5,15.5,4.5,2.2,4.3,24.3,13.7,0,0.2,0.2,0.096,-3.5,2.7,-0.8,0,1333420,14036,106673.6,97329.92701
269,Lavoy Allen\allenla01,PF,26,IND,79,1599,12.4,0.532,0,0.197,11.1,17.8,14.5,7.1,0.8,2.1,14.6,13,1.6,2.1,3.7,0.11,-2.1,1.4,-0.6,0.6,4000000,2501.563477,322580.6452,307692.3077
270,Jerryd Bayless\bayleje01,SG,27,MIL,52,1505,12.4,0.568,0.529,0.206,1.6,9,5.4,16.2,1.6,0.6,13.3,16.4,1.8,0.6,2.4,0.075,1.1,-2.1,-1,0.4,9424084,6261.849834,760006.7742,574639.2683
271,Kentavious Caldwell-Pope\caldwke01,SG,22,DET,76,2789,12.4,0.521,0.384,0.238,2.6,8.6,5.5,7.8,2,0.5,9,18.2,2.6,2.7,5.3,0.092,0.6,0.6,1.1,2.2,3678319,1318.866619,296638.629,202105.4396
272,Andrew Goudelock\goudean01,PG,27,HOU,8,50,12.4,0.506,0.45,0.2,2.2,2.2,2.2,13.3,5.9,3.3,24.3,24.8,-0.1,0.1,0,-0.033,-4.1,0.6,-3.6,0,#N/A,#N/A,#N/A,#N/A
273,Erick Green\greener01,PG,24,TOT,9,42,12.4,0.468,0.385,0.154,8.4,8.2,8.3,11,1.3,0,0,15.2,0.1,0,0.1,0.121,0.1,-2.2,-2,0,#N/A,#N/A,#N/A,#N/A
274,Jordan Hamilton\hamiljo02,SF,25,NOP,11,304,12.4,0.499,0.388,0.181,4.2,18.9,11.3,12.9,1.3,0.8,12,20.7,0,0.2,0.2,0.03,-1.2,-1,-2.2,0,#N/A,#N/A,#N/A,#N/A
275,Spencer Hawes\hawessp01,PF,27,CHO,57,1035,12.4,0.508,0.333,0.212,5.3,20.6,12.9,16.3,1.1,2.1,14.8,17.1,0.6,1.4,1.9,0.09,-1.9,1.3,-0.6,0.4,6348759,6134.066667,511996.6935,371272.4561
276,Cory Joseph\josepco01,SG,24,TOR,80,2046,12.4,0.512,0.188,0.297,2.2,9.4,5.9,19.3,1.6,0.8,13.4,17,1.8,1.7,3.5,0.082,-0.6,-0.4,-1,0.5,7330000,3582.600196,591129.0323,431176.4706
277,Alex Len\lenal01,C,22,PHO,78,1821,12.4,0.482,0.011,0.383,10.4,25.4,17.7,8.5,1,2.8,16.6,20.4,-0.5,1.8,1.3,0.035,-4.4,0.7,-3.6,-0.7,4823621,2648.885777,389001.6935,236452.0098
278,Thabo Sefolosha\sefolth01,SF,31,ATL,75,1758,12.4,0.578,0.333,0.266,3.3,17.1,10.4,8.8,2.4,1.7,14.1,12.3,1.3,3.2,4.5,0.122,-1.7,2.8,1.1,1.4,3850000,2189.988623,310483.871,313008.1301
279,J.R. Smith\smithjr01,SG,30,CLE,77,2362,12.4,0.542,0.6,0.084,2.1,8.3,5.2,8.5,1.8,0.7,6.3,18,3,2.5,5.5,0.111,1.8,-0.4,1.3,2,12800000,5419.136325,1032258.065,711111.1111
280,Mo Williams\willima01,PG,33,CLE,41,748,12.4,0.527,0.338,0.139,0.9,9.9,5.4,21.1,1,0.5,15.1,22.8,0.4,0.7,1.1,0.067,-1.3,-2.1,-3.3,-0.2,2200000,2941.176471,177419.3548,96491.22807
281,Justin Anderson\anderju01,SF,22,DAL,55,647,12.3,0.522,0.474,0.314,3.1,19.3,11.2,6.8,1.5,3.2,10.8,15.8,0.3,0.8,1.1,0.083,-2.5,1.3,-1.2,0.1,1514160,2340.278207,123102.439,95832.91139
282,Harrison Barnes\barneha02,SF,23,GSW,66,2042,12.3,0.559,0.338,0.212,4.3,12.4,8.6,7.8,1,0.4,7.6,15.9,3.1,1.9,4.9,0.116,0.4,-0.6,-0.2,0.9,22116750,10830.92556,1798109.756,1390990.566
283,Tarik Black\blackta01,C,24,LAL,39,496,12.3,0.537,0,0.433,9.2,25.4,17,5.2,1.4,2.9,15.1,12.9,0.3,0.4,0.7,0.072,-4,0.6,-3.4,-0.2,6191000,12481.85484,503333.3333,479922.4806
284,Jose Calderon\caldejo01,PG,34,NYK,72,2024,12.3,0.571,0.446,0.105,1.2,11,6.2,22.4,1.6,0.3,15.4,12.6,2.7,1.4,4,0.096,0.5,-0.6,-0.1,1,7708427,3808.511364,626701.3821,611779.9206
285,Kevin Garnett\garneke01,PF,39,MIN,38,556,12.3,0.491,0.009,0.183,3.2,27.9,15.7,16.4,2.5,1.5,11.4,11.3,0.4,0.7,1.1,0.092,-2.5,2.5,0,0.3,8000000,14388.48921,650406.5041,707964.6018
286,Ryan Hollins\holliry01,C,31,TOT,37,460,12.3,0.636,0,0.532,11.2,13.2,12.1,3.3,0.7,4.2,19.8,11.8,0.6,0.3,1,0.1,-2,0.2,-1.8,0,#N/A,#N/A,#N/A,#N/A
287,Allen Crabbe\crabbal01,SG,23,POR,81,2105,12.2,0.572,0.42,0.167,1.4,9.7,5.6,7.2,1.5,0.6,8.1,16.4,3.1,1.2,4.3,0.098,0.4,-1.1,-0.7,0.7,18500000,8788.598575,1516393.443,1128048.78
288,Solomon Hill\hillso01,SF,24,IND,59,866,12.2,0.543,0.356,0.202,4.9,15.9,10.5,9.6,2.1,1,12.7,13.2,0.8,1.3,2.1,0.117,-1.3,1.3,0,0.4,11241218,12980.62125,921411.3115,851607.4242
289,Andre Iguodala\iguodan01,SF,32,GSW,65,1732,12.2,0.565,0.418,0.226,3.4,12.4,8.2,16.3,2,0.8,16.3,12.1,2.3,2.1,4.4,0.122,0.3,1.3,1.6,1.6,11131368,6426.886836,912407.2131,919947.7686
290,Chris McCullough\mcculch01,PF,20,BRK,24,362,12.2,0.47,0.312,0.211,7.6,13.6,10.5,3.7,3.9,2.7,11.2,16.5,-0.1,0.4,0.3,0.043,-2.1,1.1,-1,0.1,1191480,3291.381215,97662.29508,72210.90909
291,Markieff Morris\morrima02,PF,26,TOT,64,1629,12.2,0.489,0.216,0.205,4.8,19.3,11.9,12.7,1.7,1.7,14.7,24.2,-1.2,1.7,0.5,0.015,-2.9,0.1,-2.8,-0.3,7400000,4542.664211,606557.377,305785.124
292,Reggie Bullock\bullore01,SF,24,DET,37,429,12,0.583,0.541,0.153,3.4,14.3,8.6,9.2,1.2,0.4,7.1,11.4,0.8,0.4,1.2,0.134,0,0,0,0.2,2255644,5257.911422,187970.3333,197863.5088
293,Jimmer Fredette\fredeji01,SG,26,TOT,6,18,12,0.625,0.4,1,0,0,0,7.7,2.8,0,21.7,22.8,0,0,0,0,-2.3,-5.3,-7.5,0,#N/A,#N/A,#N/A,#N/A
294,Joe Johnson\johnsjo02,SF,34,TOT,81,2703,12,0.538,0.364,0.165,2,10.2,6.1,18,1.1,0.1,14.7,17.9,1.9,0.8,2.7,0.048,0.3,-1.6,-1.3,0.4,11000000,4069.552349,916666.6667,614525.1397
295,Devin Booker\bookede01,SG,19,PHO,76,2108,11.9,0.535,0.333,0.295,1.4,8.4,4.8,15.8,1,0.8,14,23,1.2,0.7,1.9,0.043,-0.6,-2.4,-3.1,-0.6,2223600,1054.83871,186857.1429,96678.26087
296,DeMarre Carroll\carrode01,SF,29,TOR,26,786,11.9,0.49,0.437,0.185,4.6,13.1,8.9,5.5,2.9,0.6,8.8,18.5,0.2,1,1.2,0.074,0,0.3,0.2,0.4,14200000,18066.15776,1193277.311,767567.5676
297,Raymond Felton\feltora01,PG,31,DAL,80,2192,11.9,0.502,0.312,0.258,1.8,11.1,6.5,20.3,1.6,0.6,13.7,18.4,1,1.7,2.7,0.059,-1.1,0.2,-0.9,0.6,1551659,707.8736314,130391.5126,84329.29348
298,Jonathon Simmons\simmojo02,SG,26,SAS,55,813,11.9,0.586,0.194,0.38,2.3,10.8,6.7,10.4,1.5,0.5,15.8,18.9,0.7,1.3,2,0.119,-1.1,0.2,-1,0.2,874636,1075.813038,73498.82353,46277.03704
299,Charlie Villanueva\villach01,PF,31,DAL,62,665,11.9,0.473,0.526,0.073,4,21.1,12.5,6.2,1.4,1.9,8.4,25.3,-0.6,0.8,0.2,0.016,-2.8,-1.8,-4.6,-0.4,#N/A,#N/A,#N/A,#N/A
300,Andrea Bargnani\bargnan01,C,30,BRK,46,634,11.8,0.5,0.057,0.204,4.9,12.4,8.6,4.8,0.3,1.1,7.9,23.2,0.1,0,0.2,0.013,-3.7,-4.2,-7.9,-0.9,323599,510.4085174,27423.64407,13948.23276
301,Aaron Brooks\brookaa01,PG,31,CHI,69,1108,11.8,0.494,0.394,0.136,2,7.5,4.8,26,1.4,0.7,14.2,22.9,0.2,0.7,0.9,0.04,-0.5,-2.8,-3.3,-0.4,2700000,2436.823105,228813.5593,117903.9301
302,Leandro Barbosa\barbole01,SG,33,GSW,68,1079,11.7,0.545,0.297,0.168,3,8.4,5.8,10.6,2,0.7,11.8,18.1,0.9,1.2,2.1,0.092,-1.2,-0.9,-2.1,0,4000000,3707.136237,341880.3419,220994.4751
303,Matt Barnes\barnema02,SF,35,MEM,76,2190,11.7,0.503,0.534,0.199,4.2,18.3,10.9,11.6,1.8,2.4,13.8,17.9,0.4,2.2,2.6,0.056,-0.4,0.8,0.4,1.3,6125000,2796.803653,523504.2735,342178.7709
304,Jared Dudley\dudleja01,PF,30,WAS,81,2098,11.7,0.602,0.489,0.201,2.8,12.6,7.6,11.4,1.7,0.7,13.1,12.7,2.6,2,4.6,0.105,0.3,0.6,1,1.6,10470000,4990.467112,894871.7949,824409.4488
305,Langston Galloway\gallola01,PG,24,NYK,82,2033,11.7,0.49,0.381,0.194,2.3,13,7.7,15.7,1.9,0.8,8.7,15.6,1.4,1.8,3.3,0.077,-0.4,0.1,-0.4,0.8,5200000,2557.79636,444444.4444,333333.3333
306,Tim Hardaway\hardati02,SG,23,ATL,51,864,11.7,0.563,0.536,0.211,0.9,9.8,5.4,8.9,1.2,0.6,7.4,16.2,0.9,1,1.9,0.105,-0.9,-1.2,-2.1,0,2281605,2640.746528,195008.9744,140839.8148
307,Cliff Alexander\alexacl01,PF,20,POR,8,36,11.6,0.5,0,0,6,12.1,9,0,1.4,4.4,9.1,13.3,0,0,0,0.052,-5.7,-1.3,-7,0,#N/A,#N/A,#N/A,#N/A
308,Luke Babbitt\babbilu01,SF,26,NOP,47,845,11.6,0.526,0.377,0.173,3.2,16.7,9.7,9.6,0.6,0.7,6.9,17.5,0.8,0.3,1.1,0.064,-0.9,-2,-2.9,-0.2,1227000,1452.071006,105775.8621,70114.28571
309,James Jones\jonesja02,SF,35,CLE,48,463,11.6,0.58,0.732,0.183,2,10.2,6.1,4.5,1.2,1.8,7.8,16.2,0.7,0.5,1.2,0.12,0.3,-1.3,-1,0.1,1551659,3351.315335,133763.7069,95781.41975
310,Trey Lyles\lylestr01,PF,20,UTA,80,1382,11.6,0.517,0.294,0.188,5,20.2,12.6,7.1,1,1.1,12.1,17.9,0.6,1.7,2.3,0.079,-2.4,-0.4,-2.8,-0.3,2340600,1693.632417,201775.8621,130759.7765
311,Ian Clark\clarkia01,SG,24,GSW,66,578,11.5,0.544,0.416,0.168,2.6,9.7,6.3,15.3,1.4,1.7,16.5,19.5,0.3,0.6,0.9,0.075,-1.8,-1.3,-3,-0.2,1015696,1757.259516,88321.3913,52086.97436
312,Courtney Lee\leeco01,SG,30,TOT,79,2334,11.5,0.551,0.34,0.185,1.4,8.7,4.9,9.1,1.9,1.1,9.4,14.7,2.1,1.7,3.9,0.08,-0.5,-0.1,-0.6,0.9,11242000,4816.623822,977565.2174,764761.9048
313,Kevin Martin\martike02,SG,32,TOT,55,1095,11.5,0.52,0.325,0.411,1.5,10,5.8,8.2,1.2,0.2,9.8,22.6,0.7,0.5,1.2,0.054,-1.4,-3.1,-4.5,-0.7,1360305,1242.287671,118287.3913,60190.48673
314,Elton Brand\brandel01,C,36,PHI,17,225,11.4,0.461,0.014,0.125,4.2,27,15.2,13.1,2,2.7,12.6,16.9,-0.1,0.3,0.2,0.036,-5.5,1.5,-4,-0.1,1000000,4444.444444,87719.29825,59171.59763
315,James Johnson\johnsja01,PF,28,TOR,57,926,11.4,0.532,0.275,0.283,3.5,11.9,7.8,11.4,1.6,2.9,16.7,15.9,0.3,1,1.3,0.068,-1.7,1,-0.6,0.3,4000000,4319.654428,350877.193,251572.327
316,E'Twaun Moore\mooreet01,SG,26,CHI,59,1263,11.4,0.548,0.267,0.09,1.6,9.3,5.5,12.1,1.5,1,11.6,15.9,0.9,1,1.8,0.07,-1.1,-0.7,-1.8,0.1,8081363,6398.545527,708891.4912,508261.8239
317,Josh Richardson\richajo01,SG,22,MIA,52,1107,11.4,0.569,0.423,0.232,2.2,8.5,5.5,9.7,1.7,1.7,10.5,13.8,1.3,1.2,2.5,0.109,0.2,0.4,0.6,0.7,874636,790.0957543,76722.45614,63379.42029
318,Glenn Robinson\robingl02,SF,22,IND,45,508,11.4,0.508,0.245,0.258,2.6,12,7.3,7.7,1.7,1.4,9.7,16.1,0.2,0.6,0.8,0.078,-3,0,-3,-0.1,1050500,2067.913386,92149.12281,65248.4472
319,Markel Brown\brownma02,SG,24,BRK,62,982,11.3,0.5,0.376,0.292,2.6,11.5,7,13.9,2,1.2,12.9,18.9,0.2,0.4,0.6,0.031,-1.4,-1.3,-2.6,-0.2,#N/A,#N/A,#N/A,#N/A
320,Caron Butler\butleca01,SF,35,SAC,17,176,11.3,0.49,0.305,0.203,3.1,10.4,6.8,8.3,2.5,0.5,4.5,16.2,0.1,0.1,0.3,0.071,-1.5,-1.1,-2.6,0,517220,2938.75,45771.68142,31927.16049
321,Matthew Dellavedova\dellama01,PG,25,CLE,76,1867,11.3,0.527,0.468,0.129,2,7.8,4.9,26.2,1.2,0.4,17.7,15.9,2.2,1.6,3.8,0.098,-0.2,-1.4,-1.6,0.2,9607500,5145.956079,850221.2389,604245.283
322,Meyers Leonard\leoname01,PF,23,POR,61,1333,11.3,0.561,0.524,0.106,4.1,21.4,12.8,10.6,0.3,1.1,14.5,17.4,1.2,1,2.2,0.078,-0.5,-1,-1.5,0.2,9213484,6911.84096,815352.5664,529510.5747
323,Donatas Motiejunas\motiedo01,PF,25,HOU,37,547,11.3,0.504,0.278,0.259,7.4,14.6,11,12.2,1.5,0.8,16.2,21.4,0,0.3,0.3,0.026,-2.5,-1.9,-4.3,-0.3,#N/A,#N/A,#N/A,#N/A
324,Marcus Smart\smartma01,PG,21,BOS,61,1667,11.3,0.463,0.456,0.314,4.8,11.6,8.1,15.8,2.7,0.8,11.7,17.4,0.5,2.4,2.9,0.083,-0.6,1.3,0.7,1.1,3578880,2146.89862,316715.0442,205682.7586
325,Nemanja Bjelica\bjeline01,PF,27,MIN,60,1075,11.2,0.594,0.532,0.234,5.4,17.2,11.4,11.4,1.2,1.6,15.3,12.8,1.4,0.6,1.9,0.087,0.5,-0.2,0.3,0.6,3800000,3534.883721,339285.7143,296875
326,Jerian Grant\grantje02,PG,23,NYK,76,1265,11.2,0.479,0.256,0.315,2,10.2,6.2,21.8,2,0.6,16.3,19,-0.2,1,0.8,0.03,-2.3,-1.1,-3.4,-0.5,1643040,1298.84585,146700,86475.78947
327,Roy Hibbert\hibbero01,C,29,LAL,81,1878,11.2,0.507,0.005,0.353,7.3,15.8,11.4,8,0.9,4.6,13.8,12.9,1.1,1,2.2,0.056,-3.1,1.9,-1.3,0.3,5000000,2662.406816,446428.5714,387596.8992
328,Tyus Jones\jonesty01,PG,19,MIN,37,573,11.2,0.45,0.34,0.25,1.4,8,4.8,27.7,2.7,0.4,16,16.1,0,0.3,0.3,0.027,-1.7,-2,-3.7,-0.3,1339680,2338.010471,119614.2857,83209.93789
329,Isaiah Canaan\canaais01,SG,24,PHI,77,1966,11.1,0.528,0.672,0.249,1.1,8.8,4.8,11.3,1.4,0.5,10.2,19.9,0.9,0.5,1.4,0.035,0.2,-2.9,-2.7,-0.4,1015696,516.6307223,91504.14414,51040
330,Archie Goodwin\goodwar01,PG,21,PHO,57,1114,11.1,0.498,0.235,0.457,2.6,11.5,6.9,17.2,1.2,1,16.5,23.2,-0.4,0.5,0.1,0.004,-2.9,-1.7,-4.6,-0.7,2094089,1879.792639,188656.6667,90262.4569
331,Chris Kaman\kamanch01,C,33,POR,16,112,11.1,0.496,0.093,0.07,6.8,16.5,11.6,15.8,0.4,0.7,15.3,20.4,0,0.1,0.1,0.037,-3.3,-1.9,-5.1,-0.1,#N/A,#N/A,#N/A,#N/A
332,Austin Rivers\riverau01,SG,23,LAC,67,1464,11.1,0.523,0.359,0.225,1.7,7.9,4.8,10.6,1.6,0.5,9.7,19.4,0.6,1.3,1.9,0.063,-1.2,-1,-2.2,-0.1,11000000,7513.661202,990990.991,567010.3093
333,Anderson Varejao\varejan01,C,33,TOT,53,496,11.1,0.473,0.008,0.403,8.5,22.8,15.8,9.8,1.6,1.6,13.1,15,0.3,0.8,1,0.101,-3.8,1.4,-2.4,0,1984005,4000.010081,178739.1892,132267
334,Sasha Vujacic\vujacsa01,SG,31,NYK,61,908,11.1,0.503,0.516,0.141,3.2,14.6,9,14.3,1.9,0.4,13,16.8,0.3,0.8,1.1,0.06,-0.8,-0.7,-1.5,0.1,1410598,1553.522026,127080.9009,83964.16667
335,Omer Asik\asikom01,C,29,NOP,68,1178,11,0.551,0,0.574,10.9,28.7,19.5,3.1,0.9,1.6,19.7,11.4,0.7,1,1.7,0.07,-4,-0.2,-4.2,-0.7,9904494,8407.889643,900408.5455,868815.2632
336,Jarell Eddie\eddieja01,SF,24,WAS,26,147,11,0.46,0.723,0.123,1.5,16.3,8.8,5,1.7,0.6,1.4,20.7,0,0.1,0.1,0.046,-1.5,-3.2,-4.7,-0.1,175000,1190.47619,15909.09091,8454.10628
337,Wesley Johnson\johnswe01,SF,28,LAC,80,1666,11,0.513,0.6,0.089,2.5,13.6,8.1,4.4,2.7,2.6,9.2,16,0,2.7,2.6,0.076,-1.3,1.8,0.5,1,5628000,3378.151261,511636.3636,351750
338,Arron Afflalo\afflaar01,SG,30,NYK,71,2371,10.9,0.531,0.298,0.164,1.1,11,6.1,9.9,0.5,0.3,8.7,17.9,1.8,0.9,2.7,0.055,-0.6,-1.8,-2.4,-0.2,12500000,5272.037115,1146788.991,698324.0223
339,Wesley Matthews\matthwe02,SG,29,DAL,78,2644,10.9,0.532,0.615,0.171,1.1,8.8,4.9,8.9,1.5,0.5,7.8,17.2,1.9,1.8,3.7,0.067,0.8,-0.3,0.5,1.6,17100000,6467.473525,1568807.339,994186.0465
340,Doug McDermott\mcderdo01,SF,24,CHI,81,1861,10.9,0.561,0.402,0.13,2.1,8.8,5.5,5,0.4,0.2,7.2,17.3,2.1,0.7,2.8,0.073,-0.3,-2.8,-3.1,-0.5,2483040,1334.250403,227801.8349,143528.3237
341,Norris Cole\coleno01,PG,27,NOP,45,1198,10.8,0.465,0.211,0.134,0.9,13.5,7,22,1.5,0.3,12.8,21.7,-0.6,0.5,-0.1,-0.004,-2.4,-1.4,-3.7,-0.5,#N/A,#N/A,#N/A,#N/A
342,Sam Dekker\dekkesa01,SF,21,HOU,3,6,10.8,,,,0,18.5,9.2,0,8.2,0,,0,0,0,0,0.116,-5.3,5.8,0.5,0,1720560,286760,159311.1111,#DIV/0!
343,Kevin Seraphin\serapke01,C,26,NYK,48,526,10.8,0.435,0.01,0.112,6.5,19.5,13.1,14.8,0.8,5.2,16.7,22.2,-0.8,0.7,-0.2,-0.015,-5.9,1.5,-4.4,-0.3,1800000,3422.053232,166666.6667,81081.08108
344,P.J. Tucker\tuckepj01,SF,30,PHO,82,2540,10.8,0.506,0.354,0.244,6.9,15.2,10.9,10.2,2,0.6,14.7,12.7,1.5,1.9,3.5,0.066,-0.7,1.3,0.6,1.7,5300000,2086.614173,490740.7407,417322.8346
345,Bojan Bogdanovic\bogdabo02,SF,26,BRK,79,2115,10.7,0.55,0.451,0.176,1.9,11.8,6.8,7.3,0.7,0.2,12.5,19.4,0.9,0,0.9,0.021,-0.5,-2.9,-3.4,-0.8,3573020,1689.371158,333927.1028,184176.2887
346,Chase Budinger\budinch01,SF,27,TOT,66,929,10.7,0.514,0.36,0.234,5,12.6,8.8,10.2,1.7,0.9,14.3,14.5,0.4,1,1.4,0.073,-2,0.3,-1.7,0.1,#N/A,#N/A,#N/A,#N/A
347,Tyler Ennis\ennisty01,PG,21,MIL,46,654,10.7,0.51,0.209,0.182,2.3,10.7,6.6,21.9,1.9,0.1,18.6,17.1,0.1,0.3,0.4,0.03,-2.4,-2.3,-4.8,-0.5,1733880,2651.192661,162044.8598,101396.4912
348,Darrun Hilliard\hillida01,SG,22,DET,38,383,10.7,0.511,0.382,0.305,1.4,11.9,6.4,10.9,1.2,0.2,11.3,19.1,0.2,0.3,0.5,0.066,-2,-1.6,-3.6,-0.2,874060,2282.140992,81687.85047,45762.30366
349,Anthony Morrow\morroan01,SG,30,OKC,68,926,10.7,0.543,0.613,0.117,1.2,5.8,3.6,3.7,1.2,0.4,4.6,16.9,1.4,0.5,1.9,0.097,0.5,-3.2,-2.7,-0.2,3488000,3766.738661,325981.3084,206390.5325
