Rk,Player,Pos,Age,Tm,G,MP,PER?,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,Cost/Minute,Cost/PER,Cost/USG
456,Anthony Brown\brownan02,SF,23,LAL,29,599,4.9,0.427,0.556,0.159,1.6,11.3,6.3,4.8,1.2,0.7,10,11,-0.4,0.1,-0.3,-0.024,-4,-1.1,-5,-0.5,874636,1460.160267,178497.1429,79512.36364
457,Pat Connaughton\connapa01,SG,23,POR,34,143,4.6,0.352,0.429,0.102,8.3,15.9,12.1,9.9,0.7,0,16.3,18.7,-0.3,0.1,-0.2,-0.076,-5.8,-2.4,-8.2,-0.2,874636,6116.335664,190138.2609,46771.97861
458,Lorenzo Brown\brownlo01,PG,25,PHO,8,61,4.4,0.374,0.32,0.16,0,12.8,6.2,28,2.4,1.3,25.2,24.9,-0.3,0.1,-0.2,-0.157,-8.1,-1.4,-9.5,-0.1,#N/A,#N/A,#N/A,#N/A
459,Aaron Harrison\harriaa01,SG,21,CHO,21,93,4.3,0.371,0.526,0.632,4.7,13.1,8.8,3,3.2,0,14.1,13.7,-0.2,0.1,0,-0.014,-5.6,0.1,-5.5,-0.1,874636,9404.688172,203403.7209,63842.0438
460,Duje Dukan\dukandu01,SF,24,SAC,1,24,4.2,0.3,0.5,0,9.1,9,9,5.6,2,0,0,17.7,0,0,0,-0.057,-3.9,-2.8,-6.7,0,#N/A,#N/A,#N/A,#N/A
461,Rashad Vaughn\vaughra01,SG,19,MIL,70,1001,4.2,0.398,0.553,0.056,1.3,8.7,5,5.5,1.5,1.4,9.3,13.5,-1.2,0.4,-0.8,-0.036,-4.3,-1.9,-6.1,-1,1811040,1809.230769,431200,134151.1111
462,Sonny Weems\weemsso01,SG-SF,29,TOT,43,499,3.7,0.459,0.373,0.136,1.5,10.3,5.8,14.2,1,0.2,26,13.5,-0.7,0.1,-0.5,-0.053,-5.7,-1.8,-7.6,-0.7,#N/A,#N/A,#N/A,#N/A
463,Orlando Johnson\johnsor01,SG,26,TOT,7,101,3.6,0.346,0.294,0.235,4.2,12.3,8.1,2.7,1.5,2.4,9.6,17.8,-0.2,0.1,-0.2,-0.087,-8,-2.4,-10.4,-0.2,#N/A,#N/A,#N/A,#N/A
464,James Young\youngja01,SG,20,BOS,29,199,3.6,0.384,0.722,0.111,2.1,11.9,6.9,6,1.5,0.4,11.7,9.1,-0.2,0.2,0.1,0.013,-4.7,0.1,-4.6,-0.1,1825200,9171.859296,507000,200571.4286
465,Tibor Pleiss\pleisti01,C,26,UTA,12,82,3.5,0.464,0.08,0.08,8.6,12.8,10.7,4,0.6,2.1,23.6,19.1,-0.2,0.1,-0.1,-0.041,-7,-1.1,-8.1,-0.1,3000000,36585.36585,857142.8571,157068.0628
466,Joe Harris\harrijo01,SG,24,CLE,5,15,3.4,0.375,1,0,0,22.5,11.3,18.2,0,0,20,15.1,0,0,0,-0.032,-5,-1.6,-6.6,0,980431,65362.06667,288362.0588,64929.2053
467,Elliot Williams\williel01,PG,26,MEM,5,45,3.3,0.34,0.4,0.4,2.4,7.9,5.1,12.4,0,0,7.8,12.7,0,0,0,-0.046,-5.2,-3.5,-8.7,-0.1,250000,5555.555556,75757.57576,19685.03937
468,Nate Robinson\robinna01,PG,31,NOP,2,23,2.6,0,1,0,0,0,0,21.8,2.2,0,0,1.9,0,0,0,0.038,-6.1,-4.7,-10.8,-0.1,#N/A,#N/A,#N/A,#N/A
469,Cleanthony Early\earlycl01,SF,24,NYK,17,154,2.2,0.371,0.375,0.1,2.9,15.4,9.2,5.7,0.7,1.5,17.7,14.9,-0.3,0.1,-0.2,-0.075,-7.1,-1.1,-8.2,-0.2,#N/A,#N/A,#N/A,#N/A
470,Tony Wroten\wroteto01,PG,22,PHI,8,144,1.8,0.412,0.262,0.569,1.5,14.9,7.9,23.3,1,0,26.3,33.5,-0.8,0,-0.8,-0.263,-9.9,-3.5,-13.4,-0.4,25000,173.6111111,13888.88889,746.2686567
471,Bryce Cotton\cottobr01,PG,23,TOT,8,39,1.7,0.4,0.3,0,0,0,0,10.8,3.7,0,33.3,16.5,-0.2,0,-0.1,-0.168,-9.3,-2.7,-12,-0.1,#N/A,#N/A,#N/A,#N/A
472,Chuck Hayes\hayesch01,C,32,HOU,2,24,1.6,0.694,0,1,0,37,18.4,11.3,0,0,51,10.5,0,0,0,-0.016,-8.9,-0.6,-9.4,0,#N/A,#N/A,#N/A,#N/A
473,J.J. O'Brien\obriejj01,SF,23,UTA,2,6,1.3,0,0,0,0,19.4,9.7,0,8.8,0,0,7.7,0,0,0,-0.028,-10.2,5.5,-4.7,0,#N/A,#N/A,#N/A,#N/A
474,Luis Montero\montelu01,SG,22,POR,12,42,-2.7,0.337,0.474,0.211,0,10.3,5.2,3.5,0,0,16.2,25.7,-0.2,0,-0.2,-0.238,-11,-5.9,-16.9,-0.2,#N/A,#N/A,#N/A,#N/A
475,Keith Appling\applike01,PG,23,ORL,5,27,-4.8,0.338,0.375,0.25,0,4.2,2.1,5,1.9,0,25.3,19.5,-0.1,0,-0.1,-0.199,-10.3,-2.7,-13,-0.1,#N/A,#N/A,#N/A,#N/A
476,Bruno Caboclo\cabocbr01,SF,20,TOR,6,43,-7.7,0.125,0.583,0,2.7,2.6,2.7,3.2,2.4,1.9,25,16.9,-0.3,0,-0.3,-0.283,-11.4,-0.2,-11.6,-0.1,1589640,36968.37209,-206446.7532,94061.53846
